ConsentID,WellNumber,MaxFlowRate,StreamDepletionFlow,MaxHourlyVolume,MaxdailyVolume,MaxWeeklyVolume,MaxMonthlyVolume,MaxYearlyVolume,Aquifer,B1_APPL_STATUS,#Wells,WM_Accela,#WaterMeters,FMU,Rohe,Type,WellsDtbAquifer,B1_X_COORD,B1_Y_COORD,EastingTM,NorthingTM,ConsentCommencementDate,ConsentExpiryDate,ConsentIssued,Consumptive,USE1,USE2
RM13.362.01,G41/0412,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1111,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311289,5026644,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0412,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1112,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311289,5026644,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0412,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1113,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311289,5026644,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0412,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1151,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311289,5026644,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0413,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1088,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311308,5026595,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0413,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1107,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311308,5026595,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0413,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1108,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311308,5026595,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0413,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1109,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311308,5026595,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0413,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1110,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311308,5026595,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0413,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1111,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311308,5026595,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0413,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1112,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311308,5026595,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0413,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1113,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311308,5026595,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0413,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1151,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311308,5026595,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0414,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1088,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311372,5026531,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0414,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1107,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311372,5026531,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0414,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1108,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311372,5026531,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0414,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1109,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311372,5026531,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0414,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1110,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311372,5026531,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0414,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1111,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311372,5026531,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0414,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1112,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311372,5026531,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0414,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1113,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311372,5026531,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0414,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1151,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311372,5026531,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0415,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1088,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311410,5026460,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0415,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1107,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311410,5026460,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0415,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1108,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311410,5026460,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0415,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1109,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311410,5026460,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0415,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1110,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311410,5026460,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0415,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1111,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311410,5026460,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0415,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1112,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311410,5026460,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0415,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1113,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311410,5026460,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0415,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1151,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311410,5026460,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0416,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1088,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311432,5026383,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0416,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1107,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311432,5026383,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0416,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1108,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311432,5026383,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0416,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1109,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311432,5026383,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0416,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1110,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311432,5026383,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0416,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1111,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311432,5026383,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0416,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1112,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311432,5026383,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0416,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1113,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311432,5026383,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0416,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1151,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311432,5026383,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0417,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1088,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311473,5026314,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0417,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1107,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311473,5026314,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0417,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1108,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311473,5026314,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0417,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1109,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311473,5026314,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0417,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1110,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311473,5026314,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0417,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1111,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311473,5026314,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0417,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1112,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311473,5026314,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0417,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1113,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311473,5026314,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0417,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1151,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311473,5026314,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0418,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1088,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311504,5026239,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0418,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1107,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311504,5026239,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0418,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1108,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311504,5026239,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0418,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1109,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311504,5026239,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0418,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1110,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311504,5026239,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0418,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1111,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311504,5026239,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0418,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1112,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311504,5026239,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0418,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1113,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311504,5026239,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0418,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1151,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311504,5026239,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM14.197.01,G41/0419,88.4,96,,,,229268,981550,Unknown,Current,1,WM1115,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311517,5026375,1311517,5026374,11/03/2015,10/01/2048,11/26/2014,Yes,Irrigation,Irrigation
RM13.362.01,G41/0420,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1088,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311550,5026302,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0420,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1107,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311550,5026302,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0420,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1108,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311550,5026302,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0420,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1109,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311550,5026302,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0420,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1110,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311550,5026302,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0420,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1111,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311550,5026302,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0420,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1112,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311550,5026302,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0420,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1113,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311550,5026302,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0420,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1151,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311550,5026302,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0421,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1088,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311584,5026222,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0421,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1107,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311584,5026222,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0421,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1108,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311584,5026222,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0421,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1109,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311584,5026222,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0421,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1110,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311584,5026222,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0421,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1111,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311584,5026222,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0421,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1112,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311584,5026222,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0421,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1113,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311584,5026222,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM13.362.01,G41/0421,821.6,821.6,,70987.75,,2129878,8878025,Bendigo,Current,9,WM1151,9,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311432.778,5026409.778,1311584,5026222,12/06/2013,12/01/2048,12/06/2013,Yes,Single Household/Stockwater,Commercial/Industrial
RM14.281.01,G41/0424,85,84.2,,,,214200,991200,,Current,1,WM1177,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311343,5025396,1311343,5025396,03/05/2015,03/04/2040,03/05/2015,Yes,,
RM13.451.02,G41/0425,240,240,,20736,143833,622800,3062100,Bendigo,Current,3,WM1180,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311311.333,5025155.333,1311329,5025279,01/29/2014,01/24/2049,01/29/2014,Yes,Single Household/Stockwater,Dairy Shed/Stockwater
RM13.451.02,G41/0426,240,240,,20736,143833,622800,3062100,Bendigo,Current,3,WM1180,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311311.333,5025155.333,1311319,5025154,01/29/2014,01/24/2049,01/29/2014,Yes,Single Household/Stockwater,Dairy Shed/Stockwater
RM13.451.02,G41/0427,240,240,,20736,143833,622800,3062100,Bendigo,Current,3,WM1180,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311311.333,5025155.333,1311294,5025032,01/29/2014,01/24/2049,01/29/2014,Yes,Single Household/Stockwater,Dairy Shed/Stockwater
RM13.406.01,G41/0429,27,27,,2316,,70200,345150,Tarras,Current,1,WM1114,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Lower Tarras,1311479,5026440,1311484,5026443,11/13/2013,11/12/2048,11/13/2013,Yes,Irrigation,Irrigation
RM14.047.01,G41/0430,58,,,,,124015,601705,Unknown,Current,1,WM0659,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Queensbury GW Management Zone,1310313,5025462,1310313,5025462,03/19/2014,03/20/2044,03/19/2014,Yes,Irrigation,Irrigation
RM14.172.01,G41/0434,90,,,7776,,233280,909750,Bendigo,Current,1,WM1201,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Bendigo,1310615,5023953,1310629,5023932,08/27/2014,09/01/2039,08/27/2014,Yes,Irrigation,Irrigation
RM14.128.01,G41/0435,108,86,,7700,,231000,1020000,Bendigo,Current,1,WM1298,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Bendigo,1309099,5019751,1309100,5019750,07/25/2014,07/22/2049,07/25/2014,Yes,Irrigation,Irrigation
RM14.133.01.V1,G41/0438,44,,,3763,,112574,480568,Unknown,Current,1,WM1411,1,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Queensbury GW Management Zone,1308481,5023730,1308481,5023730,06/16/2014,06/01/2049,06/16/2014,Yes,Irrigation,Irrigation
RM17.194.01,G41/0440,260,,,,,696384,2553789,Bendigo,Current,2,WM0780,2,Clutha / Mata-Au,Dunstan Rohe,Groundwater Take,Bendigo,1308950,5019811,1308971,5019831,09/14/2017,08/01/2042,08/28/2017,Yes,Irrigation,Frostfighting
